구분,확진자,확진률,사망자,사망률,치명률,등록일자
60-69,4304,15.83,54,11.34,1.25,2020-11-06
70-79,2158,7.94,155,32.56,7.18,2020-11-06
80 이상,1170,4.3,239,50.21,20.43,2020-11-06
여성,14494,53.3,225,47.27,1.55,2020-11-06
남성,12701,46.7,251,52.73,1.98,2020-11-06
0-9,719,2.64,0,0.0,0.0,2020-11-06
10-19,1503,5.53,0,0.0,0.0,2020-11-06
20-29,5282,19.42,0,0.0,0.0,2020-11-06
30-39,3399,12.5,2,0.42,0.06,2020-11-06
40-49,3674,13.51,4,0.84,0.11,2020-11-06
50-59,4986,18.33,22,4.62,0.44,2020-11-06
60-69,4304,15.83,54,11.34,1.25,2020-11-06
70-79,2158,7.94,155,32.56,7.18,2020-11-06
80 이상,1170,4.3,239,50.21,20.43,2020-11-06
여성,14494,53.3,225,47.27,1.55,2020-11-06
남성,12701,46.7,251,52.73,1.98,2020-11-06
0-9,710,2.62,0,0.0,0.0,2020-11-05
10-19,1496,5.53,0,0.0,0.0,2020-11-05
20-29,5258,19.44,0,0.0,0.0,2020-11-05
30-39,3375,12.48,2,0.42,0.06,2020-11-05
40-49,3648,13.49,4,0.84,0.11,2020-11-05
50-59,4958,18.33,22,4.63,0.44,2020-11-05
60-69,4291,15.86,54,11.37,1.26,2020-11-05
70-79,2149,7.94,154,32.42,7.17,2020-11-05
80 이상,1165,4.31,239,50.32,20.52,2020-11-05
여성,14423,53.32,225,47.37,1.56,2020-11-05
남성,12627,46.68,250,52.63,1.98,2020-11-05
0-9,709,2.63,0,0.0,0.0,2020-11-04
10-19,1488,5.53,0,0.0,0.0,2020-11-04
20-29,5237,19.45,0,0.0,0.0,2020-11-04
30-39,3355,12.46,2,0.42,0.06,2020-11-04
40-49,3625,13.46,4,0.84,0.11,2020-11-04
50-59,4929,18.31,22,4.64,0.45,2020-11-04
60-69,4276,15.88,54,11.39,1.26,2020-11-04
70-79,2143,7.96,154,32.49,7.19,2020-11-04
80 이상,1163,4.32,238,50.21,20.46,2020-11-04
여성,14361,53.34,225,47.47,1.57,2020-11-04
남성,12564,46.66,249,52.53,1.98,2020-11-04
0-9,707,2.64,0,0.0,0.0,2020-11-03
10-19,1485,5.54,0,0.0,0.0,2020-11-03
20-29,5218,19.47,0,0.0,0.0,2020-11-03
30-39,3330,12.42,2,0.42,0.06,2020-11-03
40-49,3614,13.48,4,0.85,0.11,2020-11-03
50-59,4909,18.31,22,4.66,0.45,2020-11-03
60-69,4253,15.87,54,11.44,1.27,2020-11-03
70-79,2133,7.96,153,32.42,7.17,2020-11-03
80 이상,1158,4.32,237,50.21,20.47,2020-11-03
여성,14304,53.36,223,47.25,1.56,2020-11-03
남성,12503,46.64,249,52.75,1.99,2020-11-03
0-9,704,2.63,0,0.0,0.0,2020-11-02
10-19,1480,5.54,0,0.0,0.0,2020-11-02
20-29,5201,19.46,0,0.0,0.0,2020-11-02
30-39,3317,12.41,2,0.43,0.06,2020-11-02
40-49,3607,13.49,4,0.85,0.11,2020-11-02
50-59,4894,18.31,21,4.49,0.43,2020-11-02
60-69,4242,15.87,53,11.32,1.25,2020-11-02
70-79,2130,7.97,152,32.48,7.14,2020-11-02
80 이상,1157,4.33,236,50.43,20.4,2020-11-02
여성,14272,53.39,219,46.79,1.53,2020-11-02
남성,12460,46.61,249,53.21,2.0,2020-11-02
0-9,697,2.62,0,0.0,0.0,2020-11-01
10-19,1471,5.52,0,0.0,0.0,2020-11-01
20-29,5192,19.49,0,0.0,0.0,2020-11-01
30-39,3304,12.4,2,0.43,0.06,2020-11-01
40-49,3588,13.47,4,0.86,0.11,2020-11-01
50-59,4884,18.34,21,4.51,0.43,2020-11-01
60-69,4224,15.86,53,11.37,1.25,2020-11-01
70-79,2122,7.97,152,32.62,7.16,2020-11-01
80 이상,1153,4.33,234,50.21,20.29,2020-11-01
여성,14223,53.4,217,46.57,1.53,2020-11-01
남성,12412,46.6,249,53.43,2.01,2020-11-01
0-9,692,2.61,0,0.0,0.0,2020-10-31
10-19,1457,5.5,0,0.0,0.0,2020-10-31
20-29,5168,19.49,0,0.0,0.0,2020-10-31
30-39,3285,12.39,2,0.43,0.06,2020-10-31
40-49,3563,13.44,4,0.86,0.11,2020-10-31
50-59,4871,18.37,21,4.53,0.43,2020-10-31
60-69,4209,15.88,53,11.42,1.26,2020-10-31
70-79,2116,7.98,152,32.76,7.18,2020-10-31
80 이상,1150,4.34,232,50.0,20.17,2020-10-31
여성,14159,53.41,216,46.55,1.53,2020-10-31
남성,12352,46.59,248,53.45,2.01,2020-10-31
0-9,685,2.6,0,0.0,0.0,2020-10-30
10-19,1452,5.5,0,0.0,0.0,2020-10-30
20-29,5147,19.51,0,0.0,0.0,2020-10-30
30-39,3263,12.37,2,0.43,0.06,2020-10-30
40-49,3545,13.44,4,0.86,0.11,2020-10-30
50-59,4845,18.36,21,4.54,0.43,2020-10-30
60-69,4202,15.93,53,11.45,1.26,2020-10-30
70-79,2106,7.98,152,32.83,7.22,2020-10-30
80 이상,1140,4.32,231,49.89,20.26,2020-10-30
여성,14096,53.42,215,46.44,1.53,2020-10-30
남성,12289,46.58,248,53.56,2.02,2020-10-30
0-9,677,2.58,0,0.0,0.0,2020-10-29
10-19,1443,5.49,0,0.0,0.0,2020-10-29
20-29,5131,19.53,0,0.0,0.0,2020-10-29
30-39,3247,12.36,2,0.43,0.06,2020-10-29
40-49,3526,13.42,4,0.87,0.11,2020-10-29
50-59,4829,18.38,21,4.55,0.43,2020-10-29
60-69,4182,15.92,53,11.47,1.27,2020-10-29
70-79,2100,7.99,151,32.68,7.19,2020-10-29
80 이상,1136,4.32,231,50.0,20.33,2020-10-29
여성,14036,53.43,215,46.54,1.53,2020-10-29
남성,12235,46.57,247,53.46,2.02,2020-10-29
0-9,666,2.55,0,0.0,0.0,2020-10-28
10-19,1435,5.49,0,0.0,0.0,2020-10-28
20-29,5118,19.57,0,0.0,0.0,2020-10-28
30-39,3224,12.33,2,0.43,0.06,2020-10-28
40-49,3512,13.43,4,0.87,0.11,2020-10-28
50-59,4812,18.4,21,4.56,0.44,2020-10-28
60-69,4157,15.9,53,11.5,1.27,2020-10-28
70-79,2090,7.99,150,32.54,7.18,2020-10-28
80 이상,1132,4.33,231,50.11,20.41,2020-10-28
여성,13979,53.47,214,46.42,1.53,2020-10-28
남성,12167,46.53,247,53.58,2.03,2020-10-28
0-9,662,2.54,0,0.0,0.0,2020-10-27
10-19,1429,5.49,0,0.0,0.0,2020-10-27
20-29,5098,19.58,0,0.0,0.0,2020-10-27
30-39,3209,12.32,2,0.43,0.06,2020-10-27
40-49,3495,13.42,4,0.87,0.11,2020-10-27
50-59,4792,18.4,21,4.57,0.44,2020-10-27
60-69,4148,15.93,53,11.52,1.28,2020-10-27
70-79,2083,8.0,149,32.39,7.15,2020-10-27
80 이상,1127,4.33,231,50.22,20.5,2020-10-27
여성,13922,53.46,214,46.52,1.54,2020-10-27
남성,12121,46.54,246,53.48,2.03,2020-10-27
0-9,660,2.54,0,0.0,0.0,2020-10-26
10-19,1422,5.48,0,0.0,0.0,2020-10-26
20-29,5086,19.6,0,0.0,0.0,2020-10-26
30-39,3200,12.33,2,0.44,0.06,2020-10-26
40-49,3481,13.41,4,0.88,0.11,2020-10-26
50-59,4769,18.37,21,4.6,0.44,2020-10-26
60-69,4135,15.93,53,11.6,1.28,2020-10-26
70-79,2079,8.01,147,32.17,7.07,2020-10-26
80 이상,1123,4.33,230,50.33,20.48,2020-10-26
여성,13875,53.46,213,46.61,1.54,2020-10-26
남성,12080,46.54,244,53.39,2.02,2020-10-26
0-9,654,2.53,0,0.0,0.0,2020-10-25
10-19,1417,5.48,0,0.0,0.0,2020-10-25
20-29,5065,19.6,0,0.0,0.0,2020-10-25
30-39,3175,12.29,2,0.44,0.06,2020-10-25
40-49,3459,13.39,4,0.88,0.12,2020-10-25
50-59,4747,18.37,21,4.6,0.44,2020-10-25
60-69,4124,15.96,53,11.6,1.29,2020-10-25
70-79,2076,8.04,147,32.17,7.08,2020-10-25
80 이상,1119,4.33,230,50.33,20.55,2020-10-25
여성,13807,53.44,213,46.61,1.54,2020-10-25
남성,12029,46.56,244,53.39,2.03,2020-10-25
0-9,649,2.52,0,0.0,0.0,2020-10-24
10-19,1410,5.47,0,0.0,0.0,2020-10-24
20-29,5055,19.61,0,0.0,0.0,2020-10-24
30-39,3167,12.29,2,0.44,0.06,2020-10-24
40-49,3448,13.38,4,0.88,0.12,2020-10-24
50-59,4738,18.38,21,4.6,0.44,2020-10-24
60-69,4118,15.98,53,11.6,1.29,2020-10-24
70-79,2075,8.05,147,32.17,7.08,2020-10-24
80 이상,1115,4.33,230,50.33,20.63,2020-10-24
여성,13772,53.43,213,46.61,1.55,2020-10-24
남성,12003,46.57,244,53.39,2.03,2020-10-24
0-9,642,2.5,0,0.0,0.0,2020-10-23
10-19,1403,5.46,0,0.0,0.0,2020-10-23
20-29,5043,19.62,0,0.0,0.0,2020-10-23
30-39,3163,12.31,2,0.44,0.06,2020-10-23
40-49,3439,13.38,4,0.88,0.12,2020-10-23
50-59,4724,18.38,21,4.62,0.44,2020-10-23
60-69,4104,15.97,52,11.43,1.27,2020-10-23
70-79,2070,8.06,147,32.31,7.1,2020-10-23
80 이상,1110,4.32,229,50.33,20.63,2020-10-23
여성,13736,53.45,213,46.81,1.55,2020-10-23
남성,11962,46.55,242,53.19,2.02,2020-10-23
0-9,640,2.51,0,0.0,0.0,2020-10-22
10-19,1392,5.45,0,0.0,0.0,2020-10-22
20-29,5033,19.7,0,0.0,0.0,2020-10-22
30-39,3145,12.31,2,0.44,0.06,2020-10-22
40-49,3418,13.38,4,0.88,0.12,2020-10-22
50-59,4698,18.39,21,4.64,0.45,2020-10-22
60-69,4078,15.97,50,11.04,1.23,2020-10-22
70-79,2057,8.05,147,32.45,7.15,2020-10-22
80 이상,1082,4.24,229,50.55,21.16,2020-10-22
여성,13654,53.45,212,46.8,1.55,2020-10-22
남성,11889,46.55,241,53.2,2.03,2020-10-22
0-9,638,2.51,0,0.0,0.0,2020-10-21
10-19,1390,5.47,0,0.0,0.0,2020-10-21
20-29,5015,19.73,0,0.0,0.0,2020-10-21
30-39,3135,12.33,2,0.44,0.06,2020-10-21
40-49,3400,13.37,4,0.89,0.12,2020-10-21
50-59,4674,18.38,21,4.67,0.45,2020-10-21
60-69,4052,15.94,49,10.89,1.21,2020-10-21
70-79,2046,8.05,147,32.67,7.18,2020-10-21
80 이상,1074,4.22,227,50.44,21.14,2020-10-21
여성,13594,53.47,210,46.67,1.54,2020-10-21
남성,11830,46.53,240,53.33,2.03,2020-10-21
0-9,637,2.51,0,0.0,0.0,2020-10-20
10-19,1386,5.47,0,0.0,0.0,2020-10-20
20-29,5003,19.75,0,0.0,0.0,2020-10-20
30-39,3123,12.33,2,0.45,0.06,2020-10-20
40-49,3382,13.35,4,0.89,0.12,2020-10-20
50-59,4659,18.39,21,4.7,0.45,2020-10-20
60-69,4038,15.94,49,10.96,1.21,2020-10-20
70-79,2041,8.06,146,32.66,7.15,2020-10-20
80 이상,1064,4.2,225,50.34,21.15,2020-10-20
여성,13550,53.49,210,46.98,1.55,2020-10-20
남성,11783,46.51,237,53.02,2.01,2020-10-20
0-9,634,2.51,0,0.0,0.0,2020-10-19
10-19,1383,5.47,0,0.0,0.0,2020-10-19
20-29,4992,19.75,0,0.0,0.0,2020-10-19
30-39,3116,12.33,2,0.45,0.06,2020-10-19
40-49,3370,13.33,4,0.9,0.12,2020-10-19
50-59,4650,18.4,21,4.73,0.45,2020-10-19
60-69,4029,15.94,47,10.59,1.17,2020-10-19
70-79,2038,8.06,146,32.88,7.16,2020-10-19
80 이상,1063,4.21,224,50.45,21.07,2020-10-19
여성,13530,53.53,209,47.07,1.54,2020-10-19
남성,11745,46.47,235,52.93,2.0,2020-10-19
0-9,632,2.51,0,0.0,0.0,2020-10-18
10-19,1380,5.48,0,0.0,0.0,2020-10-18
20-29,4979,19.76,0,0.0,0.0,2020-10-18
30-39,3109,12.34,2,0.45,0.06,2020-10-18
40-49,3355,13.31,4,0.9,0.12,2020-10-18
50-59,4637,18.4,21,4.73,0.45,2020-10-18
60-69,4022,15.96,47,10.59,1.17,2020-10-18
70-79,2031,8.06,146,32.88,7.19,2020-10-18
80 이상,1054,4.18,224,50.45,21.25,2020-10-18
여성,13488,53.53,209,47.07,1.55,2020-10-18
남성,11711,46.47,235,52.93,2.01,2020-10-18
0-9,630,2.51,0,0.0,0.0,2020-10-17
10-19,1376,5.48,0,0.0,0.0,2020-10-17
20-29,4967,19.78,0,0.0,0.0,2020-10-17
30-39,3095,12.33,2,0.45,0.06,2020-10-17
40-49,3342,13.31,4,0.9,0.12,2020-10-17
50-59,4615,18.38,21,4.74,0.46,2020-10-17
60-69,4007,15.96,47,10.61,1.17,2020-10-17
70-79,2023,8.06,145,32.73,7.17,2020-10-17
80 이상,1053,4.19,224,50.56,21.27,2020-10-17
여성,13446,53.55,208,46.95,1.55,2020-10-17
남성,11662,46.45,235,53.05,2.02,2020-10-17
0-9,628,2.51,0,0.0,0.0,2020-10-16
10-19,1374,5.49,0,0.0,0.0,2020-10-16
20-29,4962,19.82,0,0.0,0.0,2020-10-16
30-39,3079,12.3,2,0.45,0.06,2020-10-16
40-49,3336,13.33,4,0.91,0.12,2020-10-16
50-59,4596,18.36,21,4.76,0.46,2020-10-16
60-69,3990,15.94,47,10.66,1.18,2020-10-16
70-79,2021,8.07,144,32.65,7.13,2020-10-16
80 이상,1049,4.19,223,50.57,21.26,2020-10-16
여성,13399,53.52,207,46.94,1.54,2020-10-16
남성,11636,46.48,234,53.06,2.01,2020-10-16
0-9,628,2.51,0,0.0,0.0,2020-10-15
10-19,1372,5.49,0,0.0,0.0,2020-10-15
20-29,4955,19.83,0,0.0,0.0,2020-10-15
30-39,3070,12.29,2,0.46,0.07,2020-10-15
40-49,3326,13.31,4,0.91,0.12,2020-10-15
50-59,4588,18.36,21,4.78,0.46,2020-10-15
60-69,3983,15.94,47,10.71,1.18,2020-10-15
70-79,2019,8.08,143,32.57,7.08,2020-10-15
80 이상,1047,4.19,222,50.57,21.2,2020-10-15
여성,13373,53.52,206,46.92,1.54,2020-10-15
남성,11615,46.48,233,53.08,2.01,2020-10-15
0-9,623,2.5,0,0.0,0.0,2020-10-14
10-19,1369,5.5,0,0.0,0.0,2020-10-14
20-29,4942,19.86,0,0.0,0.0,2020-10-14
30-39,3060,12.29,2,0.46,0.07,2020-10-14
40-49,3318,13.33,4,0.91,0.12,2020-10-14
50-59,4583,18.41,21,4.79,0.46,2020-10-14
60-69,3970,15.95,47,10.73,1.18,2020-10-14
70-79,2008,8.07,143,32.65,7.12,2020-10-14
80 이상,1016,4.08,221,50.46,21.75,2020-10-14
여성,13295,53.42,205,46.8,1.54,2020-10-14
남성,11594,46.58,233,53.2,2.01,2020-10-14
0-9,619,2.5,0,0.0,0.0,2020-10-13
10-19,1362,5.49,0,0.0,0.0,2020-10-13
20-29,4912,19.8,0,0.0,0.0,2020-10-13
30-39,3049,12.29,2,0.46,0.07,2020-10-13
40-49,3307,13.33,4,0.92,0.12,2020-10-13
50-59,4574,18.44,21,4.84,0.46,2020-10-13
60-69,3962,15.97,47,10.83,1.19,2020-10-13
70-79,2006,8.09,142,32.72,7.08,2020-10-13
80 이상,1014,4.09,218,50.23,21.5,2020-10-13
여성,13262,53.47,202,46.54,1.52,2020-10-13
남성,11543,46.53,232,53.46,2.01,2020-10-13
0-9,614,2.49,0,0.0,0.0,2020-10-12
10-19,1355,5.49,0,0.0,0.0,2020-10-12
20-29,4891,19.8,0,0.0,0.0,2020-10-12
30-39,3033,12.28,2,0.46,0.07,2020-10-12
40-49,3287,13.31,4,0.92,0.12,2020-10-12
50-59,4561,18.46,20,4.62,0.44,2020-10-12
60-69,3950,15.99,47,10.85,1.19,2020-10-12
70-79,1999,8.09,142,32.79,7.1,2020-10-12
80 이상,1013,4.1,218,50.35,21.52,2020-10-12
여성,13224,53.53,202,46.65,1.53,2020-10-12
남성,11479,46.47,231,53.35,2.01,2020-10-12
0-9,606,2.46,0,0.0,0.0,2020-10-11
10-19,1353,5.5,0,0.0,0.0,2020-10-11
20-29,4872,19.8,0,0.0,0.0,2020-10-11
30-39,3014,12.25,2,0.46,0.07,2020-10-11
40-49,3271,13.29,4,0.93,0.12,2020-10-11
50-59,4549,18.49,20,4.63,0.44,2020-10-11
60-69,3939,16.01,46,10.65,1.17,2020-10-11
70-79,1991,8.09,142,32.87,7.13,2020-10-11
80 이상,1011,4.11,218,50.46,21.56,2020-10-11
여성,13183,53.58,201,46.53,1.52,2020-10-11
남성,11423,46.42,231,53.47,2.02,2020-10-11
0-9,602,2.45,0,0.0,0.0,2020-10-10
10-19,1353,5.51,0,0.0,0.0,2020-10-10
20-29,4861,19.8,0,0.0,0.0,2020-10-10
30-39,3000,12.22,2,0.47,0.07,2020-10-10
40-49,3263,13.29,4,0.93,0.12,2020-10-10
50-59,4543,18.51,20,4.65,0.44,2020-10-10
60-69,3933,16.02,46,10.7,1.17,2020-10-10
70-79,1985,8.09,142,33.02,7.15,2020-10-10
80 이상,1008,4.11,216,50.23,21.43,2020-10-10
여성,13159,53.61,200,46.51,1.52,2020-10-10
남성,11389,46.39,230,53.49,2.02,2020-10-10
0-9,600,2.46,0,0.0,0.0,2020-10-08
10-19,1339,5.48,0,0.0,0.0,2020-10-08
20-29,4842,19.83,0,0.0,0.0,2020-10-08
30-39,2986,12.23,2,0.47,0.07,2020-10-08
40-49,3251,13.31,4,0.94,0.12,2020-10-08
50-59,4527,18.54,20,4.68,0.44,2020-10-08
60-69,3901,15.97,46,10.77,1.18,2020-10-08
70-79,1974,8.08,141,33.02,7.14,2020-10-08
80 이상,1002,4.1,214,50.12,21.36,2020-10-08
여성,13101,53.64,198,46.37,1.51,2020-10-08
남성,11321,46.36,229,53.63,2.02,2020-10-08
0-9,594,2.44,0,0.0,0.0,2020-10-07
10-19,1334,5.48,0,0.0,0.0,2020-10-07
20-29,4836,19.86,0,0.0,0.0,2020-10-07
30-39,2979,12.23,2,0.47,0.07,2020-10-07
40-49,3242,13.31,4,0.94,0.12,2020-10-07
50-59,4515,18.54,19,4.47,0.42,2020-10-07
60-69,3890,15.97,46,10.82,1.18,2020-10-07
70-79,1964,8.06,141,33.18,7.18,2020-10-07
80 이상,999,4.1,213,50.12,21.32,2020-10-07
여성,13071,53.67,198,46.59,1.51,2020-10-07
남성,11282,46.33,227,53.41,2.01,2020-10-07
0-9,593,2.45,0,0.0,0.0,2020-10-06
10-19,1332,5.5,0,0.0,0.0,2020-10-06
20-29,4828,19.92,0,0.0,0.0,2020-10-06
30-39,2966,12.24,2,0.47,0.07,2020-10-06
40-49,3232,13.33,4,0.95,0.12,2020-10-06
50-59,4487,18.51,19,4.5,0.42,2020-10-06
60-69,3859,15.92,46,10.9,1.19,2020-10-06
70-79,1948,8.04,141,33.41,7.24,2020-10-06
80 이상,994,4.1,210,49.76,21.13,2020-10-06
여성,13010,53.67,196,46.45,1.51,2020-10-06
남성,11229,46.33,226,53.55,2.01,2020-10-06
0-9,588,2.43,0,0.0,0.0,2020-10-05
10-19,1324,5.48,0,0.0,0.0,2020-10-05
20-29,4802,19.87,0,0.0,0.0,2020-10-05
30-39,2958,12.24,2,0.47,0.07,2020-10-05
40-49,3230,13.37,4,0.95,0.12,2020-10-05
50-59,4476,18.52,19,4.5,0.42,2020-10-05
60-69,3850,15.93,46,10.9,1.19,2020-10-05
70-79,1944,8.05,141,33.41,7.25,2020-10-05
80 이상,992,4.11,210,49.76,21.17,2020-10-05
여성,12985,53.74,196,46.45,1.51,2020-10-05
남성,11179,46.26,226,53.55,2.02,2020-10-05
0-9,588,2.44,0,0.0,0.0,2020-10-04
10-19,1321,5.48,0,0.0,0.0,2020-10-04
20-29,4785,19.86,0,0.0,0.0,2020-10-04
30-39,2949,12.24,2,0.48,0.07,2020-10-04
40-49,3222,13.37,4,0.95,0.12,2020-10-04
50-59,4464,18.53,19,4.51,0.43,2020-10-04
60-69,3836,15.92,45,10.69,1.17,2020-10-04
70-79,1938,8.04,141,33.49,7.28,2020-10-04
80 이상,988,4.1,210,49.88,21.26,2020-10-04
여성,12959,53.79,196,46.56,1.51,2020-10-04
남성,11132,46.21,225,53.44,2.02,2020-10-04
0-9,588,2.45,0,0.0,0.0,2020-10-03
10-19,1317,5.48,0,0.0,0.0,2020-10-03
20-29,4781,19.9,0,0.0,0.0,2020-10-03
30-39,2940,12.24,2,0.48,0.07,2020-10-03
40-49,3209,13.36,4,0.95,0.12,2020-10-03
50-59,4456,18.55,19,4.52,0.43,2020-10-03
60-69,3824,15.92,44,10.48,1.15,2020-10-03
70-79,1930,8.03,141,33.57,7.31,2020-10-03
80 이상,982,4.09,210,50.0,21.38,2020-10-03
여성,12935,53.84,196,46.67,1.52,2020-10-03
남성,11092,46.16,224,53.33,2.02,2020-10-03
0-9,587,2.45,0,0.0,0.0,2020-10-02
10-19,1316,5.49,0,0.0,0.0,2020-10-02
20-29,4775,19.94,0,0.0,0.0,2020-10-02
30-39,2927,12.22,2,0.48,0.07,2020-10-02
40-49,3198,13.35,4,0.96,0.13,2020-10-02
50-59,4445,18.56,19,4.57,0.43,2020-10-02
60-69,3808,15.9,44,10.58,1.16,2020-10-02
70-79,1917,8.0,138,33.17,7.2,2020-10-02
80 이상,979,4.09,209,50.24,21.35,2020-10-02
여성,12907,53.89,196,47.12,1.52,2020-10-02
남성,11045,46.11,220,52.88,1.99,2020-10-02
0-9,584,2.44,0,0.0,0.0,2020-10-01
10-19,1310,5.48,0,0.0,0.0,2020-10-01
20-29,4769,19.96,0,0.0,0.0,2020-10-01
30-39,2917,12.21,2,0.48,0.07,2020-10-01
40-49,3192,13.36,4,0.96,0.13,2020-10-01
50-59,4434,18.56,19,4.58,0.43,2020-10-01
60-69,3795,15.89,44,10.6,1.16,2020-10-01
70-79,1913,8.01,138,33.25,7.21,2020-10-01
80 이상,975,4.08,208,50.12,21.33,2020-10-01
여성,12882,53.92,196,47.23,1.52,2020-10-01
남성,11007,46.08,219,52.77,1.99,2020-10-01
0-9,578,2.43,0,0.0,0.0,2020-09-30
10-19,1306,5.48,0,0.0,0.0,2020-09-30
20-29,4762,20.0,0,0.0,0.0,2020-09-30
30-39,2908,12.21,2,0.48,0.07,2020-09-30
40-49,3178,13.35,4,0.97,0.13,2020-09-30
50-59,4421,18.57,19,4.6,0.43,2020-09-30
60-69,3782,15.88,44,10.65,1.16,2020-09-30
70-79,1906,8.0,136,32.93,7.14,2020-09-30
80 이상,971,4.08,208,50.36,21.42,2020-09-30
여성,12848,53.96,196,47.46,1.53,2020-09-30
남성,10964,46.04,217,52.54,1.98,2020-09-30
0-9,573,2.42,0,0.0,0.0,2020-09-29
10-19,1301,5.49,0,0.0,0.0,2020-09-29
20-29,4754,20.06,0,0.0,0.0,2020-09-29
30-39,2888,12.19,2,0.49,0.07,2020-09-29
40-49,3158,13.33,4,0.98,0.13,2020-09-29
50-59,4395,18.55,19,4.67,0.43,2020-09-29
60-69,3764,15.88,44,10.81,1.17,2020-09-29
70-79,1897,8.0,133,32.68,7.01,2020-09-29
80 이상,969,4.09,205,50.37,21.16,2020-09-29
여성,12812,54.06,191,46.93,1.49,2020-09-29
남성,10887,45.94,216,53.07,1.98,2020-09-29
0-9,572,2.42,0,0.0,0.0,2020-09-28
10-19,1299,5.49,0,0.0,0.0,2020-09-28
20-29,4746,20.06,0,0.0,0.0,2020-09-28
30-39,2881,12.18,2,0.49,0.07,2020-09-28
40-49,3151,13.32,4,0.99,0.13,2020-09-28
50-59,4390,18.55,19,4.68,0.43,2020-09-28
60-69,3760,15.89,44,10.84,1.17,2020-09-28
70-79,1897,8.02,132,32.51,6.96,2020-09-28
80 이상,965,4.08,205,50.49,21.24,2020-09-28
여성,12801,54.1,190,46.8,1.48,2020-09-28
남성,10860,45.9,216,53.2,1.99,2020-09-28
0-9,568,2.41,0,0.0,0.0,2020-09-27
10-19,1295,5.48,0,0.0,0.0,2020-09-27
20-29,4741,20.08,0,0.0,0.0,2020-09-27
30-39,2878,12.19,2,0.5,0.07,2020-09-27
40-49,3146,13.32,4,1.0,0.13,2020-09-27
50-59,4380,18.55,18,4.49,0.41,2020-09-27
60-69,3748,15.87,44,10.97,1.17,2020-09-27
70-79,1894,8.02,130,32.42,6.86,2020-09-27
80 이상,961,4.07,203,50.62,21.12,2020-09-27
여성,12777,54.11,188,46.88,1.47,2020-09-27
남성,10834,45.89,213,53.12,1.97,2020-09-27
0-9,567,2.41,0,0.0,0.0,2020-09-26
10-19,1291,5.49,0,0.0,0.0,2020-09-26
20-29,4727,20.1,0,0.0,0.0,2020-09-26
30-39,2862,12.17,2,0.5,0.07,2020-09-26
40-49,3134,13.33,4,1.0,0.13,2020-09-26
50-59,4361,18.54,18,4.51,0.41,2020-09-26
60-69,3728,15.85,43,10.78,1.15,2020-09-26
70-79,1887,8.02,130,32.58,6.89,2020-09-26
80 이상,959,4.08,202,50.63,21.06,2020-09-26
여성,12724,54.11,188,47.12,1.48,2020-09-26
남성,10792,45.89,211,52.88,1.96,2020-09-26
0-9,566,2.41,0,0.0,0.0,2020-09-25
10-19,1285,5.48,0,0.0,0.0,2020-09-25
20-29,4720,20.12,0,0.0,0.0,2020-09-25
30-39,2855,12.17,2,0.51,0.07,2020-09-25
40-49,3129,13.34,4,1.01,0.13,2020-09-25
50-59,4351,18.55,18,4.56,0.41,2020-09-25
60-69,3712,15.83,43,10.89,1.16,2020-09-25
70-79,1878,8.01,128,32.41,6.82,2020-09-25
80 이상,959,4.09,200,50.63,20.86,2020-09-25
여성,12688,54.1,187,47.34,1.47,2020-09-25
남성,10767,45.9,208,52.66,1.93,2020-09-25
0-9,561,2.4,0,0.0,0.0,2020-09-24
10-19,1282,5.49,0,0.0,0.0,2020-09-24
20-29,4708,20.17,0,0.0,0.0,2020-09-24
30-39,2841,12.17,2,0.51,0.07,2020-09-24
40-49,3114,13.34,4,1.02,0.13,2020-09-24
50-59,4332,18.56,18,4.58,0.42,2020-09-24
60-69,3690,15.81,43,10.94,1.17,2020-09-24
70-79,1864,7.99,126,32.06,6.76,2020-09-24
80 이상,949,4.07,200,50.89,21.07,2020-09-24
여성,12628,54.1,186,47.33,1.47,2020-09-24
남성,10713,45.9,207,52.67,1.93,2020-09-24
0-9,555,2.39,0,0.0,0.0,2020-09-23
10-19,1278,5.5,0,0.0,0.0,2020-09-23
20-29,4693,20.21,0,0.0,0.0,2020-09-23
30-39,2832,12.2,2,0.52,0.07,2020-09-23
40-49,3097,13.34,4,1.03,0.13,2020-09-23
50-59,4303,18.53,17,4.38,0.4,2020-09-23
60-69,3663,15.78,43,11.08,1.17,2020-09-23
70-79,1855,7.99,123,31.7,6.63,2020-09-23
80 이상,940,4.05,199,51.29,21.17,2020-09-23
여성,12568,54.14,185,47.68,1.47,2020-09-23
남성,10648,45.86,203,52.32,1.91,2020-09-23
0-9,551,2.38,0,0.0,0.0,2020-09-22
10-19,1274,5.51,0,0.0,0.0,2020-09-22
20-29,4684,20.27,0,0.0,0.0,2020-09-22
30-39,2822,12.21,2,0.52,0.07,2020-09-22
40-49,3083,13.34,4,1.03,0.13,2020-09-22
50-59,4280,18.52,17,4.38,0.4,2020-09-22
60-69,3644,15.77,43,11.08,1.18,2020-09-22
70-79,1833,7.93,123,31.7,6.71,2020-09-22
80 이상,935,4.05,199,51.29,21.28,2020-09-22
여성,12517,54.17,185,47.68,1.48,2020-09-22
남성,10589,45.83,203,52.32,1.92,2020-09-22
0-9,550,2.39,0,0.0,0.0,2020-09-21
10-19,1272,5.52,0,0.0,0.0,2020-09-21
